sl_no,video_id,user_id,comment,likes,last_update_time,sentiment,sentiment_label
1154,bGUVQaBdxKw,UCuRS4plQgQAF3fdD1JVKuxw,1コメ,0,2020-02-04T23:08:02.000Z,0.0,neutral
1155,bGUVQaBdxKw,UCET-C5a-bmqXTMf2wAnxLUA,That really informative thank you so much TED to Share with us.,0,2020-02-05T05:19:56.000Z,0.2,neutral
1156,bGUVQaBdxKw,UCYl4FEoRuAv9G2v0cid5VnA,"From her speech, I understand that respecting Politicians is the beginning of ending the violence. But is it really proved? Will it work if the politicians are bad? And, I think she should have mentioned rumors and fake news which play an important role in increasing the violence.",0,2020-02-05T11:18:26.000Z,-0.14999999999999994,neutral
1157,bGUVQaBdxKw,UC3vgpHn3_HNmrSEJ-Z2yAjw,"I'm a Brazilian, I live in a city with a little more than 1 million inhabitants that is on the quoted list of the 50 most violent cities in the world. My father is a policeman, a month ago, he and his partner were activated to save the passengers of a bus who were being robbed by 4 bandits. This kind of thing is common here. The average brazilian family does not have a gun to defend themselves, last year we managed to decrease the number of murders from 57.000 to about 45.000, the credits go to our new president and the minister of justice.",7,2020-02-05T01:27:21.000Z,0.04352272727272727,neutral
1158,bGUVQaBdxKw,UCH085AialAicaey48E2eEwA,step away from religion,1,2020-02-05T04:02:35.000Z,0.0,neutral
1159,bGUVQaBdxKw,UCjuFBvTMyqoOQbwlmMuTQ3Q,the common denominator... 13/50?,2,2020-02-04T23:42:48.000Z,-0.3,neutral
1160,bGUVQaBdxKw,UCYUkwxgpjKBSsfD9YNIuKfw,TED talks are turning into CNN editorials.,2,2020-02-05T09:46:13.000Z,0.0,neutral
1161,bGUVQaBdxKw,UCN8-6PGz_q7VcOzK-P4Mwjg,"If the courts and police were allowed to do their jobs, we wouldn't have these problems but we can't prosecute criminals because the liberals put as many roadblocks to prosecution as they possibly can.",0,2020-02-28T17:26:43.000Z,0.25,neutral
1162,bGUVQaBdxKw,UC22KtkKILpsCC1k7428eI7w,Who loves Ted?,2,2020-02-05T06:16:18.000Z,0.0,neutral
1163,bGUVQaBdxKw,UCHqwQSm6UWrOn-4HcyknhIg,"Thank You for sharing, That was very informative  great talk.  I believe If we start supporting  term limits, that would be a good start.  Go Trump 2020",0,2020-02-05T04:16:38.000Z,0.4875,positive
1164,bGUVQaBdxKw,UClLA0yxnUHgDYxd0pL0K9sw,So America is in a messed??,1,2020-02-04T23:42:15.000Z,0.0,neutral
1165,bGUVQaBdxKw,UCKB_1yU_ZjfS_9f-dZXsdig,In the right hand is a ?.We will never know. So throwing money at it won't work caring sorta works ...,0,2020-02-05T01:30:45.000Z,0.2857142857142857,neutral
1166,bGUVQaBdxKw,UC7HoXjrp7ldNReXjlCuoD-A,first,0,2020-02-04T23:08:51.000Z,0.25,neutral
1167,bGUVQaBdxKw,UCuEcBjU9eLb0cpdJCqS1q3w,"Average politicians are unworthy of respect and prove themselves so time and again. Trust journalists? Laughable, their partisanship and wish for deaths is worse than politicians. They make their money on crime death and socialism.",0,2020-02-05T11:50:54.000Z,-0.35000000000000003,negative
1168,bGUVQaBdxKw,UCfckfSKjiZiLJ9C8HOQ2p2g,Diversity is not a strength.,1,2020-02-08T02:25:57.000Z,0.0,neutral
1169,bGUVQaBdxKw,UCUJIAFuMNh-vjtT9pgnoWbg,Pawg,0,2020-02-05T03:27:15.000Z,0.0,neutral
1170,bGUVQaBdxKw,UCYRWD6mU0D8GxoNnLxwl09A,"Wonderful lecture. <3 <3 <3 <3 <3 <3 <3 Well done, Rachel Kleinfeld.",2,2020-02-05T00:08:14.000Z,1.0,positive
1171,bGUVQaBdxKw,UCqvO2vGevputnDGX8O99bSQ,But Iraqi population is 39 million while Mexico 129 million!!,14,2020-02-04T23:24:26.000Z,0.0,neutral
1172,bGUVQaBdxKw,UCJfxLQ8semoiRHilr2CDJWg,"Beware, Rachel Kleinfeld is the founder of the Truman Project, a think thank created to mobilize for an American interventionist agenda. She may talk about security but, under the veneer of democracy, the Truman Project is about the subjugation of the world under military interventionism while amassing power and stuffing the pockets of those involved in the military–industrial complex, including her own, of course.",0,2020-02-08T19:35:30.000Z,0.04999999999999999,neutral
1173,bGUVQaBdxKw,UCKbJUYzfT6T3Zrf8UTeK6IA,Make weapons easily accessible in your country is a great idea against violence.,3,2020-02-05T09:26:42.000Z,0.5875,positive
1174,bGUVQaBdxKw,UCJZNOKx8Uo8uwxP8LPS3YVA,Wow she pretty,11,2020-02-05T00:39:04.000Z,0.175,neutral
1175,bGUVQaBdxKw,UCyIoC0msB64gqz7s1pWCRTQ,"The situation in Brazil are so complicated, social inequalities, corruption, bad education...... the most people who die in Brazil are poor people and Black people, is really sad :(",0,2020-02-11T15:42:48.000Z,-0.3104166666666667,negative
1176,bGUVQaBdxKw,UCt1Q1vqQA-Jg0X-TifBYh7g,"Did I miss it, or did she not even condemn the war on drugs and name fatherless homes as the majority cause of violence that passes down through generations?",5,2020-02-05T01:25:58.000Z,-0.15555555555555559,neutral
1177,bGUVQaBdxKw,UCLKuOWJwbK7srOLcnZRYEcQ,"How about start with American, forcing violence in other countries using democracy as a tool for shaping and destroying countries? All the evil in this world enforced by United kingdom and United states. Venezuelas problem or Brazil corruption all is made by states. Some countries trying to be better but as soon new usa president come to power start destroying new countries. If usa stand up for humanity just for once I think we will get better world. As long money is king 99 percent of ppl will suffer till the end.",0,2020-02-06T02:46:54.000Z,-0.03022727272727273,neutral
1178,bGUVQaBdxKw,UCWUJ77EKP-TxPCmZnE4fQMQ,so taxing the rich is the solution? I'm gonna pretend to be poor then...,2,2020-02-05T13:51:08.000Z,-0.012500000000000011,neutral
1179,bGUVQaBdxKw,UCkDPUTY_b--LVjybBtm9kcw,Her arms are so hot,0,2020-02-04T23:18:12.000Z,0.25,neutral
1180,bGUVQaBdxKw,UCG-v17Y_4syfrPGilEBgKYw,"What l find most interesting is that Jews, like Rachel Kleinfeld, are busy pushing immigration on TED Talks and working the borders of countries to bring immigrants into Europe, Canada, USA, Australia, and yet Israel denies others to be in their country. Hypocritical, disingenuous, and pushing the NWO agenda of replacement migration.",0,2020-02-05T21:27:41.000Z,0.3666666666666667,positive
1181,bGUVQaBdxKw,UCk5pzLoQOwtM5nS6UQtXl3w,"Bad statistics, bias, and agenda instead of thorough analysis. Late TED as usual.",2,2020-02-05T18:58:06.000Z,-0.4166666666666666,negative
1182,bGUVQaBdxKw,UCpgCL8Q5buLt2Wxeodv9VwA,"Just remember when men die, it's women who suffer! Just saying....lol",0,2020-02-06T21:01:42.000Z,0.0,neutral
1183,bGUVQaBdxKw,UCq8IpL4WmV4CvXiQxYpZPgA,"Doesn't matter how much you talk about it, you aren't going to do anything about it because you are part of the problem and we destined for this fate the only thing that is certain is death.",5,2020-02-04T23:21:09.000Z,0.13809523809523808,neutral
1184,bGUVQaBdxKw,UCeqCwPkcPsMSY-WQGdTc_PQ,من حق الشعب العراقي ان يرفع دعوة ضد امريكا لانها دمرت العراق بحجة ان العراق لديه اسلحة دمار شامل امريكا تكذب من أجل مصالحها  اطفال العراق الأبرياء الذين قتلهم الجيش الأمريكي ويدعون حقوق الإنسان انشاء الله روسيا تقصف أمريكا بالسلاح النووي ونرتاح من شر رعاة البقر الهمج امريكا المتوحشة,0,2020-02-05T12:25:21.000Z,0.0,neutral
1185,bGUVQaBdxKw,UCwC0xPZg4tjoEUjnVjSByiQ,"Good talk, but completely wrong when it comes to Venezuela in particular. The US is literally funding the opposition there, when you've got a bigger nation funding civil war, and simultaneously sanctioning you so your people starve and get angry, the death rate has less so do with local politics and more to do with external politics that is beyond the local govt",12,2020-02-04T23:45:50.000Z,0.019999999999999997,neutral
1186,bGUVQaBdxKw,UCI9h40qFpemM1szCACmQNPQ,The US is responsible for a lot of the violence in the world. Why does the US operate over 850 bases around the world?! Her think tank should think about that.,0,2020-02-05T13:27:16.000Z,0.25,neutral
1187,bGUVQaBdxKw,UCn7lhY8cqfYMR6ntdorwH2Q,She doesn’t know.,0,2020-02-07T12:00:01.000Z,0.0,neutral
1188,bGUVQaBdxKw,UCsWjd_dS37RtNBPDLxuPDPg,This def. Is not off the top of her head..SHE KEEPS LOOKING UP AT SOME SORT OF QUE OR PROMPTER.  Listen to some of her subtle comments that expose her motive to give this speech.,1,2020-02-05T03:19:09.000Z,0.08333333333333334,neutral
1189,bGUVQaBdxKw,UCmO7dY3r9tUHY8hyfDboxBw,путие хуйло,0,2020-02-04T23:17:17.000Z,0.0,neutral
1190,bGUVQaBdxKw,UCYgFSgPWbLKGRuoaf-bho4w,False information,3,2020-02-05T07:44:41.000Z,-0.4000000000000001,negative
1191,bGUVQaBdxKw,UCtX6Cl8ApVU3otG0l9R1Y7g,Ever think about spreading the Word of God to these places??,0,2020-02-05T17:11:23.000Z,0.0,neutral
1192,bGUVQaBdxKw,UChhyjU50Qx_w-BEllqxhddw,Maybe cops should be required to live in the neighborhoods they are assigned to,1,2020-02-05T03:01:26.000Z,0.13636363636363635,neutral
1193,bGUVQaBdxKw,UCxin7lE4MzV7pB5yE7n7CKQ,As a colombian the real issue is drug trade being illegal.,2,2020-02-05T02:04:13.000Z,-0.15,neutral
1194,bGUVQaBdxKw,UC9wLlUKxLog8kOWHNPlIMZA,"This is a very good and compelling TED Talk. Violence is a major social issue that has to be treated and dealt with responsibly. However, I do think some aspects of the Talk were in need of further development or were a little misleading... When she talks about inequality, for example, I think it's always important to remeber the big historical picture of slavery, colonialism, imperialism, savage capitalism, institutional racism, etc, which enables us to understand the inequalities between countries, that is to say: ""first-world"" countries, the imperialists, exploring and marginalizing the rest of the world, creating social spaces deprived from resources, justice and autonomy, that is to say: social spaces where violence grows easily. Also, the way she addresses right wing and left wing politics, like they were both ""partisanships"" to overcome, sounds a little bit off in my opinion... Just recognizing the devastating effects of inequality is enough to put this Talk on the left espectrum. It is the right, not the left, that defends the big corporations and elites responsible for maintaining such devastating inequalities. Therefore, violence isn't just a problem of bad politics and people not caring enough, it is a problem of capitalism, because those things themselves are a problem of capitalism.",2,2020-02-05T02:52:10.000Z,0.0037874779541446297,neutral
1195,bGUVQaBdxKw,UCgQDwNxXI1qrw0OkxUWjtYw,Reduce your calorie intake. The nature of violence is low iq people.,0,2020-02-06T23:04:40.000Z,0.0,neutral
1196,bGUVQaBdxKw,UCAegq5L8CdrEetedLBg-uJQ,"Lady's forgetting that violence is big business: contacts, and profits. Duh. No amount of lest-we-forgets patronage will do anything.",0,2020-02-09T23:56:29.000Z,-0.15,neutral
1197,bGUVQaBdxKw,UCJv1TQZn5Glvv0rx4ViGldA,It seems US imperialism is the common denominator in both war and organized crime.,6,2020-02-04T23:20:31.000Z,-0.3,neutral
1198,bGUVQaBdxKw,UC_cgQ-wFqxWNlzQpwSRxBWA,One of the most disappointing TED talks I’ve seen.,4,2020-02-05T00:58:38.000Z,-0.04999999999999999,neutral
1199,bGUVQaBdxKw,UCyAKjD18wvJ4HbpdNE3f6eA,Hmmm i wonder what demographic in the USA is causing all those murders? Oh wait...thats racist to speak truth.,0,2020-02-26T23:20:48.000Z,0.0,neutral
1200,s_L-fp8gDzY,UCVyDLGVeV8ycthzLBOlmtZA,"His TED talk released on 3/14, this cannot just be a coincidence.",3079,2020-03-14T12:41:22.000Z,0.0,neutral
1201,s_L-fp8gDzY,UCnQDnFN-zzUFuEFB2NkYNOA,"wait, so you're telling me he is not a talking pi symbol?",692,2020-03-17T02:18:04.000Z,0.0,neutral
1202,s_L-fp8gDzY,UCH1CY57tONEWtYhwEw_sJrw,"This guy has a channel called 3Blue1Brown, go watch more there.",2282,2020-03-14T16:50:44.000Z,0.5,positive
1203,s_L-fp8gDzY,UC3PqB83AQWUs02-ORpHVObg,I never get bored listening to him.,1440,2020-03-13T22:17:08.000Z,-0.5,negative
1204,s_L-fp8gDzY,UCxg_m5n6gpnaJwkJrqFhCaA,It’s weird to tie his voice with a body. Like I subconsciously think his voice and videos just kind of manifested on YouTube because some math equation just produced it.  But man this guy is good. Makes me love math. And I have a difficult love/hate relationship with math as an engineer.,966,2020-03-16T05:10:19.000Z,0.1333333333333333,neutral
1205,s_L-fp8gDzY,UCm-DG-1I777spFCWYgQt_-A,"""If you have a soul!, then you have to know why. Right?"" - Grant, 2020",546,2020-03-16T10:21:48.000Z,0.2857142857142857,neutral
1206,s_L-fp8gDzY,UCLy4JvI11bEbUJ_zu_sP1GQ,I think Grant is one of the most important people alive today. Imagine how many incredible mathematicians in the future would have been inspired and persuaded into mathematics because of him.,798,2020-03-16T13:15:46.000Z,0.39999999999999997,positive
1207,s_L-fp8gDzY,UCXg8oFA6bqpNE_j43NgHhQw,"""If you have a soul, you have to know why.""",500,2020-03-16T04:38:24.000Z,0.0,neutral
1208,s_L-fp8gDzY,UC5oKsEf55pw-5eew_yuvtrg,This guy is so passionate about  teaching Math that it shows in the way he talks. I work at a Bank. Probably I will never use any of the Math he talks about. But...I never miss any video featuring him because some of the dust of his passion falls on me too.,876,2020-03-14T08:22:06.000Z,-0.05,neutral
1209,s_L-fp8gDzY,UCNy0iYDcM-UbN4XYGBGht7w,"Now that a lot of school closed for coronavirus, take the time to watch all of his math videos. You'll probably learn more than you'll ever did in class.",219,2020-03-16T08:20:48.000Z,0.2,neutral
1210,s_L-fp8gDzY,UCJItMNdAtrfLPE66NcNH_Sg,"When people were applauding and laughing, I can imagine him thinking.. 'Look at me Feynman, are you proud?'",374,2020-03-16T07:45:45.000Z,0.8,positive
1211,s_L-fp8gDzY,UCbnKPwp2AFcrDTpAqCOb6pA,The Feynman of our time,194,2020-03-16T09:10:45.000Z,0.0,neutral
1212,s_L-fp8gDzY,UCSszFWmGGruc5yhECWdwyiA,"The issue is when people create the mental block that they can't do math, resulting in low confidence and little effort",552,2020-03-15T18:43:54.000Z,-0.09583333333333333,neutral
1213,s_L-fp8gDzY,UCjddb7aQ9JTAptdnzpKQYJg,School makes math seem like mental torture. Reality makes math seem like a fun puzzle almost. Its just how our school teaches it,435,2020-03-14T03:51:07.000Z,0.09999999999999999,neutral
1214,s_L-fp8gDzY,UCbkrR4z0MYcfD1RY59svyuQ,"_""There always a circle""_ _- Grant Sanderson_",217,2020-03-16T05:53:51.000Z,0.0,neutral
1215,s_L-fp8gDzY,UCkB1g3DxnJ12wwsH2FVbSvg,"I think this quote by Paul Lockhart _perfectly_ conveys his point ""Also, as I said before, just because
 a subject happens to have some mundane practical use does not mean that we have to make that use the focus of our teaching and learning. It may be true that you have to be able to read in order to fill out forms at the DMV, but that’s not why we teach children to read. We teach them to read for the higher purpose of allowing them access to beautiful and meaningful ideas. Not only would it be cruel to teach reading in such a way— to force third graders to fill out purchase orders and tax forms— it wouldn’t work! We learn things because they interest us now, not because they might be useful later. But this is exactly what we are asking children to do with math.""",570,2020-03-15T17:58:01.000Z,0.17643229166666666,neutral
1216,s_L-fp8gDzY,UCGvFSg3m2Lmi5gXnhFKCFRA,I would marry him and I'm straight,223,2020-03-16T03:57:23.000Z,0.2,neutral
1217,s_L-fp8gDzY,UCWh5IELDCyZojvwUp4dL2Bw,This man revealed to everyone why I like theoretical physics,127,2020-03-16T03:07:31.000Z,0.0,neutral
1218,s_L-fp8gDzY,UCpMjOCUAQ85v73qBmp0L-mw,"Religion aside, this guy is like the Jesus of laypeople's maths....",100,2020-03-16T03:35:38.000Z,0.0,neutral
1219,s_L-fp8gDzY,UCyNxjRqfX3s_vk1-3deCNVQ,He is one of those handfull of people who genuinely cares about research in maths and science rather than just minting money. I hope he somehow becomes immortal and teaches maths in his style to all the generations coming henceforth.,278,2020-03-15T19:49:34.000Z,0.4,positive
1220,s_L-fp8gDzY,UCb2Oigct4BGpT00_9ADjiww,"I love his voice, its so calm and soothing, i can listen to him all day.",216,2020-03-14T14:39:58.000Z,0.4,positive
1221,s_L-fp8gDzY,UCoT3N1tQVuyVd9NIuM8lN1A,"I watched the Blocks video and I knew Grover's algorithm but I DIDN'T MAKE THAT CONNECTION!!! Just when you mentioned that quantum scientist I started shouting ""Grover"" In the middle of the kitchen with my headphones on because it felt SO amazing to find out that this is actually the same math, and I've never thought about it! Wow. Just Wow. If there was an option to give 3 likes to a youtube video I'd give this talk 3 likes. It was amazing. Just amazing.",17,2020-03-18T21:20:54.000Z,0.25,neutral
1222,s_L-fp8gDzY,UCMwkvIenW1NBPlcipr7l1Dg,"Love Grant. He's a great animator, a great teacher, a great entertainer, and apparently a great speaker too. Leave some for the rest of us! hahaha   Also from the way he speaks you can tell that this dude knows more about psychology just from intuition than a 1000 PhDs, I'm certain about that. He just pulls you in.",231,2020-03-15T20:26:21.000Z,0.6017857142857144,positive
1223,s_L-fp8gDzY,UC7SowEtMeSJJaTk1CUezT3g,"""If you have a soul, you need to know why.""  that's just beautiful",29,2020-03-20T11:37:12.000Z,0.85,positive
1224,s_L-fp8gDzY,UCXy0wexT_JFaMRbSMf5054A,"He protecc, He teach math Most importantly... He cute as hecc",79,2020-03-16T18:25:58.000Z,0.4666666666666666,positive
1225,s_L-fp8gDzY,UC_SvYP0k05UKiJ_2ndB02IA,Have been waiting for this!!,101,2020-03-14T19:46:11.000Z,0.0,neutral
1226,s_L-fp8gDzY,UCRIb-wiKCdIpZ8FgYukQ8Tg,3blue1brown has a face... I'll never watch these videos the same.,23,2020-03-16T14:14:33.000Z,0.0,neutral
1227,s_L-fp8gDzY,UCMF2YjKdLG5MEfaE5hcKIRg,Whose favourite subject is math,110,2020-03-15T20:41:17.000Z,-0.16666666666666666,neutral
1228,s_L-fp8gDzY,UCYIEySuAsfliLzq0mn16nuw,"The scientist does not study nature because it is useful; he studies it because he delights in it, and he delights in it because it is beautiful. If nature were not beautiful, it would not be worth knowing, and if nature were not worth knowing, life  would not be  worth  living. Of  course  I  do not  here  speak  of that beauty that strikes the  senses,  the  beauty  of  qualities  and  appearances;  not  that  I  undervalue such  beauty, far from  it,  but it  has  nothing to  do  with  science; I  mean  that  profounder beauty which comes from the harmonious order of the parts, and which a pure intelligence can grasp. —Henri Poincaré",38,2020-03-16T07:31:58.000Z,0.11767857142857141,neutral
1229,s_L-fp8gDzY,UCwoln2oBpzkAzoe-wEarNMw,"I'm starting my PhD in math soon and Grant is a big reason why. His way of teaching makes all these complex topics so clear to the point that the beauty really jumps out of them. Whenever I teach my students I try to steal his style, make the lesson a question of discovery instead of just learning the raw information behind it. What is it that we're asking about and how could we even approach such a topic?",12,2020-03-20T20:34:25.000Z,-0.07884615384615384,neutral
1230,s_L-fp8gDzY,UCSo5sl_MoYlZe1pqcpbu81Q,Those clacks of perfectly elastic block collisions just restore my faith in humanity,56,2020-03-15T23:28:13.000Z,1.0,positive
1231,s_L-fp8gDzY,UCb1bm8TEFk8gktEnAt_Gs_w,"3B1B!! 🧡🧡🧡 Still, I think this face is not compatible with that voice xD",99,2020-03-14T09:35:25.000Z,0.0,neutral
1232,s_L-fp8gDzY,UC8_vKTJVsMXyyC8ydfG6CTA,"Released on pi day. 14 March, What a timing...",117,2020-03-14T07:40:05.000Z,0.0,neutral
1233,s_L-fp8gDzY,UCOC6CRA6J6z3vhyOaL5CPMw,"While watching his calculus playlist, at some point in time when the concepts started to come together, I literally had tears in my eyes. Math is beautiful, and the approach that we use will surely change in the near future and yes I can listen to him all day long :P",30,2020-03-16T14:39:06.000Z,0.3583333333333334,positive
1234,s_L-fp8gDzY,UCYmdAhhVJP520ukA6ZBwRyQ,"""If you have a SOUL, you have to know WHY!"". I love this man.",34,2020-03-16T10:26:05.000Z,0.5,positive
1235,s_L-fp8gDzY,UCdb93ZoP7Z-2DnxCbiQdavw,"This man was made for presentations. The voice, the tempo, the stance, it all works. So soothing. 3blue1brown is such a good channel to watch!",18,2020-03-18T10:44:51.000Z,0.4375,positive
1236,s_L-fp8gDzY,UCg_rP7mgXZOzFIEvXnkHiCg,I had no idea good Ted Talks were still being made! Wish I could give this 10 likes,53,2020-03-15T20:41:22.000Z,0.875,positive
1237,s_L-fp8gDzY,UCleSmOQaOHZIhT3-v7ZMHfA,"I think Grant touches on a massively important point. The way math is taught to young people is misguiding. That math is monotonous and dry. But it really has this obvious usefulness to physical reality and that it simply genuinely interesting. Teachers need to emphasis both parts to get students to engage with math. For K-12, that require teachers with deep understanding of mathematics and also the pedagogically talent to distill it down to something students can deal with. You can guess if that reflects our american education system or not.",91,2020-03-15T04:48:41.000Z,0.09777777777777777,neutral
1238,s_L-fp8gDzY,UC9g0x_azdSh_3CoEUQCfidA,When will I ever use Wingardium Leviosa?,36,2020-03-16T04:47:48.000Z,0.0,neutral
1239,s_L-fp8gDzY,UCuyKzVEejYpuD4s6j_yqfUw,"Came here because of Grant, this was one of the best TED talks I've seen",11,2020-03-18T21:04:30.000Z,1.0,positive
1240,s_L-fp8gDzY,UC69vtqaqRZRei_ZNOyXUkRQ,"When he said that it follows the digits of Pi, I literally shot up from my chair and looked at the screen with confusion.   I couldn't help but smile. he's so right.",24,2020-03-16T23:04:30.000Z,0.2928571428571428,neutral
1241,s_L-fp8gDzY,UC_rmPVkuUD15KCa9sbVvl1g,This is the guy from 3blue 1 brown,46,2020-03-14T16:57:02.000Z,0.0,neutral
1242,s_L-fp8gDzY,UCr12plafmqjHyd3RyibdGHA,what makes me to engage with math? exam deadlines.,62,2020-03-14T03:01:23.000Z,0.0,neutral
1243,s_L-fp8gDzY,UC9n0UTyC0YlYdBp22Y2Ojtw,We don’t deserve Grant Sanderson.,26,2020-03-16T04:26:30.000Z,0.0,neutral
1244,s_L-fp8gDzY,UCTyHQHKkhhLCR_Es7rKOebA,"""Mathematics is the art of giving the same name to different things."" -Henri Poincare",6,2020-03-22T22:41:57.000Z,0.0,neutral
1245,s_L-fp8gDzY,UCgHT-4lbNiQsL8GVzfmLYaw,So he is also a great live talker. Thank you Grant.,43,2020-03-14T10:10:25.000Z,0.4681818181818182,positive
1246,s_L-fp8gDzY,UCZ-uLo7NDteRFQNYSzOPQJg,Grant is so utterly fantastic. My tutor in calc1 turned me onto his videos and I've never looked back since then. He turned math into something magical for me.,26,2020-03-15T07:51:35.000Z,0.3,neutral
1247,s_L-fp8gDzY,UCspEaPrBpRECe4qdiaxLzAw,If you are new to him I would strongly suggest you yo watch Essence of Linear Algebra on his channel.,74,2020-03-14T18:45:24.000Z,0.2848484848484848,neutral
1248,s_L-fp8gDzY,UC59YX03KYfUC_owyc4haQEg,The most articulate person I ve ever listened,7,2020-03-17T22:49:37.000Z,0.5,positive
1249,s_L-fp8gDzY,UCRZCLNTdPKHO0MT-j6K3pOQ,"Whats so amazing about this talk is that he articulates something I have always struggled to explain why I love these useless little puzzles that he shared on his channel so much. My friends just didn't get it. Why are these concepts and topics so interesting to someone? But in this talk, the way he frames learning about these topics as *stories*, and broadening what our perception of maths actually is, is EXACTLY what I've been trying to explain to friends and colleagues for years now. My thanks to Grant, not only for his exceptional work on his channel, but now having given me the words to describe something I've been trying to explain for a long time now.",13,2020-03-17T00:19:35.000Z,0.19810606060606062,neutral
1250,s_L-fp8gDzY,UCyjS38jYduVydg_FmWcA1wg,"Everyone: Grant Sanderson Me, an intellectual: The 4 pi's that make math easy and fun :D",22,2020-03-16T15:36:59.000Z,0.5083333333333333,positive
1251,s_L-fp8gDzY,UCtYpfA5YyDrOSz1cWP0-l8w,PI creature should be standing next to him :),29,2020-03-16T00:12:57.000Z,0.25,neutral
1252,s_L-fp8gDzY,UCa7aJW20PPjkG9KAZrzbA5A,"""Imagine an art class in which they only teach you how to paint fences and walls, but never show you the paintings of the great masters. Then of course you will say, 'I hate art.' But in fact what you would really be saying is 'I hate painting the fence.' And so it is with mathematics, that we teach our students how to paint fences, and never show them the mathematics of the great masters."" — Edward Frenkel (The Numberphile Podcast: ""Coffin Problems with Edward Frenkel"")",3,2020-03-28T01:39:02.000Z,0.033333333333333326,neutral
1253,s_L-fp8gDzY,UCgqq-RZTfMJFjVniy0HY5tA,Mathematics is painting just with the colors our eyes cannot see but our brain can.,15,2020-03-17T02:42:53.000Z,0.0,neutral
1254,s_L-fp8gDzY,UCtdHkZfBuRTOLKRekoMrB7Q,"Whenever I listen to Grant,it seems like I will be jumping out of my position by just how excited I am about what he's gonna say next.If I do great at Physics and Mathematics in future ,then definitely Grant will be a pivotal part of it.",6,2020-03-22T15:35:59.000Z,0.335,positive
1255,s_L-fp8gDzY,UCFFfFuKAuNuOgq89HWVNHwQ,Grant is the Feinman of our time. Period.,8,2020-03-18T21:42:30.000Z,0.0,neutral
1256,s_L-fp8gDzY,UCZB-F2COo_EU2yE-EzXfm0g,"12:50, interesting this is so laughable. That one little value did not have a chance.",35,2020-03-15T20:13:35.000Z,-0.0625,neutral
1257,s_L-fp8gDzY,UCjOEzC1K5NFKesMKbwCWvLQ,"""Sometimes maths is more _art_ than science Morty, a lot of people don't get that""",6,2020-03-25T15:49:21.000Z,0.5,positive
1258,s_L-fp8gDzY,UCKQxBrwfIPNDHLvv1bsGb_Q,Completely changed my beliefs regarding maths...you had me clapping at the end of the video..thanx for great content..,6,2020-03-17T05:45:05.000Z,0.45,positive
1259,s_L-fp8gDzY,UC9JAY9c3GS_V4QKUsq8AtOQ,"I love the point that we don't ask, ""When will I ever use that?"" for fiction. Great talk, thank you!",3,2020-03-23T05:02:55.000Z,0.75,positive
1260,s_L-fp8gDzY,UCRc0eC_m9x9qxCiYeiBTg1A,"7:49 When will I ever use this? 9:35 Fiction fills the heart, appeals to our emotions. Math does too.  G.H. Hardy  10:47 It’s delightfully beautiful  13:13 What is happening there? Dive into mystery  14:53 Problem Solving  15:38 Humanity, Comedy/Whit  16:39 Relativity  18:00 What a coincidence  18:32 Narrative rooted in good application",5,2020-03-17T02:49:00.000Z,0.7749999999999999,positive
1261,s_L-fp8gDzY,UCtD6RXRzF4TYheOpbcYyh9Q,He's just genius..,38,2020-03-14T16:12:10.000Z,0.0,neutral
1262,s_L-fp8gDzY,UCFrqtPbXbtqxVPVhOXjBGsw,Who liked the video before even playing it.. knowing this was THE guy behind 3Blue1Brown ?,10,2020-03-17T08:20:39.000Z,0.09999999999999998,neutral
1263,s_L-fp8gDzY,UCtpe3fTrJFNeGZGTlIwQxCw,"i started watching the vid and thought, ""hmmm, this guy sounds like the three blue one brown guy""! it took me until he showed his video to realize that in fact he WAS the three blue one brown guy, hahaha!! on another note loved the talk ;)",3,2020-03-26T03:55:38.000Z,0.2525,neutral
1264,s_L-fp8gDzY,UCIjCiFUiDdwDeSOBFngn40A,"""THIS IS THE BEST TED-TALK I HAVE EVER SEEN IN MY LIFE"". I don't think this sentence is gonna change until the final ted talk.",1,2020-04-16T13:05:38.000Z,0.5,positive
1265,s_L-fp8gDzY,UC1YQ7-YUXxX0ylN-AcGjZ2A,I was supposed to go to this and I’m so sad that I missed it 😓 couldn’t get out of work but I’m so glad you got this opportunity grant! Please do a live talk again in the Bay Area so I can see you live someday 😭 been watching your videos for about 4 years now ❤️❤️❤️,3,2020-03-20T07:48:40.000Z,0.09943181818181818,neutral
1266,s_L-fp8gDzY,UCUpVzNnElUfApd36tBQ6sDQ,"Outstanding! I thoroughly enjoyed this talk.   ""So what makes people engage with math? ... neither the usefulness nor the story but understanding the bizarre way that they intertwine with each other""   Interesting that sometimes what turns out the be the most useful math starts with no application in mind, but only imagination and story.",6,2020-03-19T05:39:38.000Z,0.33749999999999997,positive
1267,s_L-fp8gDzY,UCNqQo8LfCpOojj8EdMk8ONg,"Next he could do one on What Makes People Engage With TED Talks, this was stellar.",5,2020-03-19T04:59:02.000Z,0.125,neutral
